start	end	num_kmers	mutationrate	Human	Archaic	posterior_state	viterbi_state
18914000	18916000	0	0.19645	0.9983	0.0017	Human	Human
18916000	18918000	0	0.19645	0.9983	0.0017	Human	Human
18918000	18920000	0	0.19645	0.9983	0.0017	Human	Human
18920000	18922000	0	0.19645	0.9981	0.0019	Human	Human
18922000	18924000	0	0.19645	0.995	0.005	Human	Human
18924000	18926000	0	0.19645	0.9414	0.0586	Human	Human
18926000	18928000	14	0.19645	0.0	1.0	Archaic	Archaic
18928000	18930000	0	0.19645	0.941	0.059	Human	Human
18930000	18932000	0	0.19645	0.9945	0.0055	Human	Human
18932000	18934000	0	0.19645	0.9945	0.0055	Human	Human
18934000	18936000	0	0.19645	0.941	0.059	Human	Human
18936000	18938000	7	0.19645	0.0	1.0	Archaic	Archaic
18938000	18940000	0	0.19645	0.9414	0.0586	Human	Human
18940000	18942000	0	0.19645	0.995	0.005	Human	Human
18942000	18944000	0	0.19645	0.9981	0.0019	Human	Human
18944000	18946000	0	0.19645	0.9983	0.0017	Human	Human
18946000	18948000	0	0.19645	0.9983	0.0017	Human	Human
18948000	18950000	0	0.19645	0.9983	0.0017	Human	Human
18950000	18952000	0	0.19645	0.9983	0.0017	Human	Human
18952000	18954000	0	0.19645	0.9983	0.0017	Human	Human
18954000	18956000	0	0.19645	0.9983	0.0017	Human	Human
18956000	18958000	0	0.19645	0.9983	0.0017	Human	Human
18958000	18960000	0	0.19645	0.9983	0.0017	Human	Human
18960000	18962000	0	0.19645	0.9983	0.0017	Human	Human
18962000	18964000	0	0.19645	0.9983	0.0017	Human	Human
18964000	18966000	0	0.19645	0.9983	0.0017	Human	Human
18966000	18968000	0	0.19645	0.9983	0.0017	Human	Human
18968000	18970000	0	0.19645	0.9983	0.0017	Human	Human
18970000	18972000	0	0.19645	0.9983	0.0017	Human	Human
18972000	18974000	0	0.19645	0.9983	0.0017	Human	Human
18974000	18976000	0	0.19645	0.9983	0.0017	Human	Human
18976000	18978000	0	0.19645	0.9983	0.0017	Human	Human
18978000	18980000	0	0.19645	0.9983	0.0017	Human	Human
18980000	18982000	0	0.19645	0.9983	0.0017	Human	Human
18982000	18984000	0	0.19645	0.9983	0.0017	Human	Human
18984000	18986000	0	0.19645	0.9983	0.0017	Human	Human
18986000	18988000	0	0.19645	0.9983	0.0017	Human	Human
18988000	18990000	0	0.19645	0.9983	0.0017	Human	Human
18990000	18992000	0	0.19645	0.9983	0.0017	Human	Human
18992000	18994000	0	0.19645	0.9983	0.0017	Human	Human
18994000	18996000	0	0.19645	0.9983	0.0017	Human	Human
18996000	18998000	0	0.19645	0.9983	0.0017	Human	Human
18998000	19000000	0	0.19645	0.9978	0.0022	Human	Human
19000000	19002000	0	0.02284	0.9897	0.0103	Human	Human
19002000	19004000	0	0.02284	0.9875	0.0125	Human	Human
19004000	19006000	0	0.02284	0.987	0.013	Human	Human
19006000	19008000	0	0.02284	0.9868	0.0132	Human	Human
19008000	19010000	0	0.02284	0.9868	0.0132	Human	Human
19010000	19012000	0	0.02284	0.9868	0.0132	Human	Human
19012000	19014000	0	0.02284	0.9868	0.0132	Human	Human
19014000	19016000	0	0.02284	0.9868	0.0132	Human	Human
19016000	19018000	0	0.02284	0.9868	0.0132	Human	Human
19018000	19020000	0	0.02284	0.9868	0.0132	Human	Human
19020000	19022000	0	0.02284	0.9868	0.0132	Human	Human
19022000	19024000	0	0.02284	0.9868	0.0132	Human	Human
19024000	19026000	0	0.02284	0.9868	0.0132	Human	Human
19026000	19028000	0	0.02284	0.9868	0.0132	Human	Human
19028000	19030000	0	0.02284	0.9868	0.0132	Human	Human
19030000	19032000	0	0.02284	0.9868	0.0132	Human	Human
19032000	19034000	0	0.02284	0.9868	0.0132	Human	Human
19034000	19036000	0	0.02284	0.9868	0.0132	Human	Human
19036000	19038000	0	0.02284	0.9868	0.0132	Human	Human
19038000	19040000	0	0.02284	0.9868	0.0132	Human	Human
19040000	19042000	0	0.02284	0.9868	0.0132	Human	Human
19042000	19044000	0	0.02284	0.9868	0.0132	Human	Human
19044000	19046000	0	0.02284	0.9868	0.0132	Human	Human
19046000	19048000	0	0.02284	0.9868	0.0132	Human	Human
19048000	19050000	0	0.02284	0.9868	0.0132	Human	Human
19050000	19052000	0	0.02284	0.9868	0.0132	Human	Human
19052000	19054000	0	0.02284	0.9868	0.0132	Human	Human
19054000	19056000	0	0.02284	0.9868	0.0132	Human	Human
19056000	19058000	0	0.02284	0.9868	0.0132	Human	Human
19058000	19060000	0	0.02284	0.9868	0.0132	Human	Human
19060000	19062000	0	0.02284	0.9868	0.0132	Human	Human
19062000	19064000	0	0.02284	0.9867	0.0133	Human	Human
19064000	19066000	0	0.02284	0.9867	0.0133	Human	Human
19066000	19068000	0	0.02284	0.9865	0.0135	Human	Human
19068000	19070000	0	0.02284	0.9858	0.0142	Human	Human
19070000	19072000	0	0.02284	0.9832	0.0168	Human	Human
19072000	19074000	0	0.02284	0.9732	0.0268	Human	Human
19074000	19076000	0	0.02284	0.9356	0.0644	Human	Human
19076000	19078000	0	0.02284	0.7937	0.2063	Human	Human
19078000	19080000	1	0.02284	0.2585	0.7415	Archaic	Archaic
19080000	19082000	0	0.02284	0.7937	0.2063	Human	Human
19082000	19084000	0	0.02284	0.9356	0.0644	Human	Human
19084000	19086000	0	0.02284	0.9732	0.0268	Human	Human
19086000	19088000	0	0.02284	0.9832	0.0168	Human	Human
19088000	19090000	0	0.02284	0.9858	0.0142	Human	Human
19090000	19092000	0	0.02284	0.9865	0.0135	Human	Human
19092000	19094000	0	0.02284	0.9867	0.0133	Human	Human
19094000	19096000	0	0.02284	0.9867	0.0133	Human	Human
19096000	19098000	0	0.02284	0.9867	0.0133	Human	Human
19098000	19100000	0	0.02284	0.9867	0.0133	Human	Human
19100000	19102000	0	0.02284	0.9864	0.0136	Human	Human
19102000	19104000	0	0.02284	0.9855	0.0145	Human	Human
19104000	19106000	0	0.02284	0.9819	0.0181	Human	Human
19106000	19108000	0	0.02284	0.9684	0.0316	Human	Human
19108000	19110000	0	0.02284	0.9176	0.0824	Human	Human
19110000	19112000	0	0.02284	0.7257	0.2743	Human	Human
19112000	19114000	2	0.02284	0.0016	0.9984	Archaic	Archaic
19114000	19116000	0	0.02284	0.7257	0.2743	Human	Human
19116000	19118000	0	0.02284	0.9176	0.0824	Human	Human
19118000	19120000	0	0.02284	0.9684	0.0316	Human	Human
19120000	19122000	0	0.02284	0.9819	0.0181	Human	Human
19122000	19124000	0	0.02284	0.9855	0.0145	Human	Human
19124000	19126000	0	0.02284	0.9864	0.0136	Human	Human
19126000	19128000	0	0.02284	0.9867	0.0133	Human	Human
19128000	19130000	0	0.02284	0.9867	0.0133	Human	Human
19130000	19132000	0	0.02284	0.9867	0.0133	Human	Human
19132000	19134000	0	0.02284	0.9868	0.0132	Human	Human
19134000	19136000	0	0.02284	0.9868	0.0132	Human	Human
19136000	19138000	0	0.02284	0.9868	0.0132	Human	Human
19138000	19140000	0	0.02284	0.9868	0.0132	Human	Human
19140000	19142000	0	0.02284	0.9868	0.0132	Human	Human
19142000	19144000	0	0.02284	0.9868	0.0132	Human	Human
19144000	19146000	0	0.02284	0.9868	0.0132	Human	Human
19146000	19148000	0	0.02284	0.9868	0.0132	Human	Human
19148000	19150000	0	0.02284	0.9868	0.0132	Human	Human
19150000	19152000	0	0.02284	0.9868	0.0132	Human	Human
19152000	19154000	0	0.02284	0.9868	0.0132	Human	Human
19154000	19156000	0	0.02284	0.9868	0.0132	Human	Human
19156000	19158000	0	0.02284	0.9868	0.0132	Human	Human
19158000	19160000	0	0.02284	0.9868	0.0132	Human	Human
19160000	19162000	0	0.02284	0.9868	0.0132	Human	Human
19162000	19164000	0	0.02284	0.9868	0.0132	Human	Human
19164000	19166000	0	0.02284	0.9868	0.0132	Human	Human
19166000	19168000	0	0.02284	0.9868	0.0132	Human	Human
19168000	19170000	0	0.02284	0.9868	0.0132	Human	Human
19170000	19172000	0	0.02284	0.9868	0.0132	Human	Human
19172000	19174000	0	0.02284	0.9868	0.0132	Human	Human
19174000	19176000	0	0.02284	0.9868	0.0132	Human	Human
19176000	19178000	0	0.02284	0.9868	0.0132	Human	Human
19178000	19180000	0	0.02284	0.9868	0.0132	Human	Human
19180000	19182000	0	0.02284	0.9868	0.0132	Human	Human
19182000	19184000	0	0.02284	0.9868	0.0132	Human	Human
19184000	19186000	0	0.02284	0.9868	0.0132	Human	Human
19186000	19188000	0	0.02284	0.9868	0.0132	Human	Human
19188000	19190000	0	0.02284	0.9868	0.0132	Human	Human
19190000	19192000	0	0.02284	0.9868	0.0132	Human	Human
19192000	19194000	0	0.02284	0.9868	0.0132	Human	Human
19194000	19196000	0	0.02284	0.9868	0.0132	Human	Human
19196000	19198000	0	0.02284	0.9868	0.0132	Human	Human
19198000	19200000	0	0.02284	0.9868	0.0132	Human	Human
19200000	19202000	0	0.02284	0.9868	0.0132	Human	Human
19202000	19204000	0	0.02284	0.9868	0.0132	Human	Human
19204000	19206000	0	0.02284	0.9868	0.0132	Human	Human
19206000	19208000	0	0.02284	0.9868	0.0132	Human	Human
19208000	19210000	0	0.02284	0.9868	0.0132	Human	Human
19210000	19212000	0	0.02284	0.9868	0.0132	Human	Human
19212000	19214000	0	0.02284	0.9868	0.0132	Human	Human
19214000	19216000	0	0.02284	0.9868	0.0132	Human	Human
19216000	19218000	0	0.02284	0.9868	0.0132	Human	Human
19218000	19220000	0	0.02284	0.9868	0.0132	Human	Human
19220000	19222000	0	0.02284	0.9868	0.0132	Human	Human
19222000	19224000	0	0.02284	0.9868	0.0132	Human	Human
19224000	19226000	0	0.02284	0.9868	0.0132	Human	Human
19226000	19228000	0	0.02284	0.9868	0.0132	Human	Human
19228000	19230000	0	0.02284	0.9868	0.0132	Human	Human
19230000	19232000	0	0.02284	0.9868	0.0132	Human	Human
19232000	19234000	0	0.02284	0.9868	0.0132	Human	Human
19234000	19236000	0	0.02284	0.9868	0.0132	Human	Human
19236000	19238000	0	0.02284	0.9868	0.0132	Human	Human
19238000	19240000	0	0.02284	0.9868	0.0132	Human	Human
19240000	19242000	0	0.02284	0.9868	0.0132	Human	Human
19242000	19244000	0	0.02284	0.9868	0.0132	Human	Human
19244000	19246000	0	0.02284	0.9868	0.0132	Human	Human
19246000	19248000	0	0.02284	0.9868	0.0132	Human	Human
19248000	19250000	0	0.02284	0.9868	0.0132	Human	Human
19250000	19252000	0	0.02284	0.9868	0.0132	Human	Human
19252000	19254000	0	0.02284	0.9868	0.0132	Human	Human
19254000	19256000	0	0.02284	0.9868	0.0132	Human	Human
19256000	19258000	0	0.02284	0.9868	0.0132	Human	Human
19258000	19260000	0	0.02284	0.9868	0.0132	Human	Human
19260000	19262000	0	0.02284	0.9868	0.0132	Human	Human
19262000	19264000	0	0.02284	0.9868	0.0132	Human	Human
19264000	19266000	0	0.02284	0.9868	0.0132	Human	Human
19266000	19268000	0	0.02284	0.9868	0.0132	Human	Human
19268000	19270000	0	0.02284	0.9868	0.0132	Human	Human
19270000	19272000	0	0.02284	0.9868	0.0132	Human	Human
19272000	19274000	0	0.02284	0.9868	0.0132	Human	Human
19274000	19276000	0	0.02284	0.9868	0.0132	Human	Human
19276000	19278000	0	0.02284	0.9868	0.0132	Human	Human
19278000	19280000	0	0.02284	0.9868	0.0132	Human	Human
19280000	19282000	0	0.02284	0.9868	0.0132	Human	Human
19282000	19284000	0	0.02284	0.9868	0.0132	Human	Human
19284000	19286000	0	0.02284	0.9868	0.0132	Human	Human
19286000	19288000	0	0.02284	0.9868	0.0132	Human	Human
19288000	19290000	0	0.02284	0.9868	0.0132	Human	Human
19290000	19292000	0	0.02284	0.9868	0.0132	Human	Human
19292000	19294000	0	0.02284	0.9868	0.0132	Human	Human
19294000	19296000	0	0.02284	0.9868	0.0132	Human	Human
19296000	19298000	0	0.02284	0.9868	0.0132	Human	Human
19298000	19300000	0	0.02284	0.9868	0.0132	Human	Human
19300000	19302000	0	0.02284	0.9868	0.0132	Human	Human
19302000	19304000	0	0.02284	0.9868	0.0132	Human	Human
19304000	19306000	0	0.02284	0.9868	0.0132	Human	Human
19306000	19308000	0	0.02284	0.9868	0.0132	Human	Human
19308000	19310000	0	0.02284	0.9868	0.0132	Human	Human
19310000	19312000	0	0.02284	0.9868	0.0132	Human	Human
19312000	19314000	0	0.02284	0.9868	0.0132	Human	Human
19314000	19316000	0	0.02284	0.9868	0.0132	Human	Human
19316000	19318000	0	0.02284	0.9868	0.0132	Human	Human
19318000	19320000	0	0.02284	0.9868	0.0132	Human	Human
19320000	19322000	0	0.02284	0.9868	0.0132	Human	Human
19322000	19324000	0	0.02284	0.9868	0.0132	Human	Human
19324000	19326000	0	0.02284	0.9868	0.0132	Human	Human
19326000	19328000	0	0.02284	0.9868	0.0132	Human	Human
19328000	19330000	0	0.02284	0.9868	0.0132	Human	Human
19330000	19332000	0	0.02284	0.9868	0.0132	Human	Human
19332000	19334000	0	0.02284	0.9868	0.0132	Human	Human
19334000	19336000	0	0.02284	0.9868	0.0132	Human	Human
19336000	19338000	0	0.02284	0.9868	0.0132	Human	Human
19338000	19340000	0	0.02284	0.9868	0.0132	Human	Human
19340000	19342000	0	0.02284	0.9868	0.0132	Human	Human
19342000	19344000	0	0.02284	0.9868	0.0132	Human	Human
19344000	19346000	0	0.02284	0.9868	0.0132	Human	Human
19346000	19348000	0	0.02284	0.9868	0.0132	Human	Human
19348000	19350000	0	0.02284	0.9868	0.0132	Human	Human
19350000	19352000	0	0.02284	0.9868	0.0132	Human	Human
19352000	19354000	0	0.02284	0.9868	0.0132	Human	Human
19354000	19356000	0	0.02284	0.9868	0.0132	Human	Human
19356000	19358000	0	0.02284	0.9868	0.0132	Human	Human
19358000	19360000	0	0.02284	0.9868	0.0132	Human	Human
19360000	19362000	0	0.02284	0.9868	0.0132	Human	Human
19362000	19364000	0	0.02284	0.9868	0.0132	Human	Human
19364000	19366000	0	0.02284	0.9868	0.0132	Human	Human
19366000	19368000	0	0.02284	0.9868	0.0132	Human	Human
19368000	19370000	0	0.02284	0.9868	0.0132	Human	Human
19370000	19372000	0	0.02284	0.9868	0.0132	Human	Human
19372000	19374000	0	0.02284	0.9868	0.0132	Human	Human
19374000	19376000	0	0.02284	0.9868	0.0132	Human	Human
19376000	19378000	0	0.02284	0.9868	0.0132	Human	Human
19378000	19380000	0	0.02284	0.9868	0.0132	Human	Human
19380000	19382000	0	0.02284	0.9868	0.0132	Human	Human
19382000	19384000	0	0.02284	0.9868	0.0132	Human	Human
19384000	19386000	0	0.02284	0.9868	0.0132	Human	Human
19386000	19388000	0	0.02284	0.9868	0.0132	Human	Human
19388000	19390000	0	0.02284	0.9868	0.0132	Human	Human
19390000	19392000	0	0.02284	0.9868	0.0132	Human	Human
19392000	19394000	0	0.02284	0.9868	0.0132	Human	Human
19394000	19396000	0	0.02284	0.9868	0.0132	Human	Human
19396000	19398000	0	0.02284	0.9868	0.0132	Human	Human
19398000	19400000	0	0.02284	0.9868	0.0132	Human	Human
19400000	19402000	0	0.02284	0.9868	0.0132	Human	Human
19402000	19404000	0	0.02284	0.9868	0.0132	Human	Human
19404000	19406000	0	0.02284	0.9868	0.0132	Human	Human
19406000	19408000	0	0.02284	0.9868	0.0132	Human	Human
19408000	19410000	0	0.02284	0.9868	0.0132	Human	Human
19410000	19412000	0	0.02284	0.9868	0.0132	Human	Human
19412000	19414000	0	0.02284	0.9868	0.0132	Human	Human
19414000	19416000	0	0.02284	0.9868	0.0132	Human	Human
19416000	19418000	0	0.02284	0.9868	0.0132	Human	Human
19418000	19420000	0	0.02284	0.9868	0.0132	Human	Human
19420000	19422000	0	0.02284	0.9868	0.0132	Human	Human
19422000	19424000	0	0.02284	0.9868	0.0132	Human	Human
19424000	19426000	0	0.02284	0.9868	0.0132	Human	Human
19426000	19428000	0	0.02284	0.9868	0.0132	Human	Human
19428000	19430000	0	0.02284	0.9868	0.0132	Human	Human
19430000	19432000	0	0.02284	0.9868	0.0132	Human	Human
19432000	19434000	0	0.02284	0.9868	0.0132	Human	Human
19434000	19436000	0	0.02284	0.9868	0.0132	Human	Human
19436000	19438000	0	0.02284	0.9868	0.0132	Human	Human
19438000	19440000	0	0.02284	0.9868	0.0132	Human	Human
19440000	19442000	0	0.02284	0.9868	0.0132	Human	Human
19442000	19444000	0	0.02284	0.9868	0.0132	Human	Human
19444000	19446000	0	0.02284	0.9868	0.0132	Human	Human
19446000	19448000	0	0.02284	0.9868	0.0132	Human	Human
19448000	19450000	0	0.02284	0.9868	0.0132	Human	Human
19450000	19452000	0	0.02284	0.9868	0.0132	Human	Human
19452000	19454000	0	0.02284	0.9868	0.0132	Human	Human
19454000	19456000	0	0.02284	0.9868	0.0132	Human	Human
19456000	19458000	0	0.02284	0.9868	0.0132	Human	Human
19458000	19460000	0	0.02284	0.9868	0.0132	Human	Human
19460000	19462000	0	0.02284	0.9868	0.0132	Human	Human
19462000	19464000	0	0.02284	0.9868	0.0132	Human	Human
19464000	19466000	0	0.02284	0.9868	0.0132	Human	Human
19466000	19468000	0	0.02284	0.9868	0.0132	Human	Human
19468000	19470000	0	0.02284	0.9868	0.0132	Human	Human
19470000	19472000	0	0.02284	0.9868	0.0132	Human	Human
19472000	19474000	0	0.02284	0.9868	0.0132	Human	Human
19474000	19476000	0	0.02284	0.9867	0.0133	Human	Human
19476000	19478000	0	0.02284	0.9867	0.0133	Human	Human
19478000	19480000	0	0.02284	0.9865	0.0135	Human	Human
19480000	19482000	0	0.02284	0.9858	0.0142	Human	Human
19482000	19484000	0	0.02284	0.9832	0.0168	Human	Human
19484000	19486000	0	0.02284	0.9732	0.0268	Human	Human
19486000	19488000	0	0.02284	0.9356	0.0644	Human	Human
19488000	19490000	0	0.02284	0.7937	0.2063	Human	Human
19490000	19492000	1	0.02284	0.2585	0.7415	Archaic	Archaic
19492000	19494000	0	0.02284	0.7937	0.2063	Human	Human
19494000	19496000	0	0.02284	0.9356	0.0644	Human	Human
19496000	19498000	0	0.02284	0.9732	0.0268	Human	Human
19498000	19500000	0	0.02284	0.9832	0.0168	Human	Human
19500000	19502000	0	0.02284	0.9858	0.0142	Human	Human
19502000	19504000	0	0.02284	0.9865	0.0135	Human	Human
19504000	19506000	0	0.02284	0.9867	0.0133	Human	Human
19506000	19508000	0	0.02284	0.9867	0.0133	Human	Human
19508000	19510000	0	0.02284	0.9868	0.0132	Human	Human
19510000	19512000	0	0.02284	0.9868	0.0132	Human	Human
19512000	19514000	0	0.02284	0.9868	0.0132	Human	Human
19514000	19516000	0	0.02284	0.9868	0.0132	Human	Human
19516000	19518000	0	0.02284	0.9868	0.0132	Human	Human
19518000	19520000	0	0.02284	0.9868	0.0132	Human	Human
19520000	19522000	0	0.02284	0.9868	0.0132	Human	Human
19522000	19524000	0	0.02284	0.9868	0.0132	Human	Human
19524000	19526000	0	0.02284	0.9868	0.0132	Human	Human
19526000	19528000	0	0.02284	0.9868	0.0132	Human	Human
19528000	19530000	0	0.02284	0.9868	0.0132	Human	Human
19530000	19532000	0	0.02284	0.9868	0.0132	Human	Human
19532000	19534000	0	0.02284	0.9868	0.0132	Human	Human
19534000	19536000	0	0.02284	0.9868	0.0132	Human	Human
19536000	19538000	0	0.02284	0.9868	0.0132	Human	Human
19538000	19540000	0	0.02284	0.9868	0.0132	Human	Human
19540000	19542000	0	0.02284	0.9868	0.0132	Human	Human
19542000	19544000	0	0.02284	0.9868	0.0132	Human	Human
19544000	19546000	0	0.02284	0.9868	0.0132	Human	Human
19546000	19548000	0	0.02284	0.9868	0.0132	Human	Human
19548000	19550000	0	0.02284	0.9868	0.0132	Human	Human
19550000	19552000	0	0.02284	0.9868	0.0132	Human	Human
19552000	19554000	0	0.02284	0.9867	0.0133	Human	Human
19554000	19556000	0	0.02284	0.9867	0.0133	Human	Human
19556000	19558000	0	0.02284	0.9865	0.0135	Human	Human
19558000	19560000	0	0.02284	0.9858	0.0142	Human	Human
19560000	19562000	0	0.02284	0.9832	0.0168	Human	Human
19562000	19564000	0	0.02284	0.9732	0.0268	Human	Human
19564000	19566000	0	0.02284	0.9356	0.0644	Human	Human
19566000	19568000	0	0.02284	0.7937	0.2063	Human	Human
19568000	19570000	1	0.02284	0.2585	0.7415	Archaic	Archaic
19570000	19572000	0	0.02284	0.7937	0.2063	Human	Human
19572000	19574000	0	0.02284	0.9356	0.0644	Human	Human
19574000	19576000	0	0.02284	0.9732	0.0268	Human	Human
19576000	19578000	0	0.02284	0.9832	0.0168	Human	Human
19578000	19580000	0	0.02284	0.9858	0.0142	Human	Human
19580000	19582000	0	0.02284	0.9865	0.0135	Human	Human
19582000	19584000	0	0.02284	0.9867	0.0133	Human	Human
19584000	19586000	0	0.02284	0.9867	0.0133	Human	Human
19586000	19588000	0	0.02284	0.9868	0.0132	Human	Human
19588000	19590000	0	0.02284	0.9868	0.0132	Human	Human
19590000	19592000	0	0.02284	0.9868	0.0132	Human	Human
19592000	19594000	0	0.02284	0.9868	0.0132	Human	Human
19594000	19596000	0	0.02284	0.9868	0.0132	Human	Human
19596000	19598000	0	0.02284	0.9868	0.0132	Human	Human
19598000	19600000	0	0.02284	0.9868	0.0132	Human	Human
19600000	19602000	0	0.02284	0.9868	0.0132	Human	Human
19602000	19604000	0	0.02284	0.9868	0.0132	Human	Human
19604000	19606000	0	0.02284	0.9868	0.0132	Human	Human
19606000	19608000	0	0.02284	0.9868	0.0132	Human	Human
19608000	19610000	0	0.02284	0.9868	0.0132	Human	Human
19610000	19612000	0	0.02284	0.9868	0.0132	Human	Human
19612000	19614000	0	0.02284	0.9868	0.0132	Human	Human
19614000	19616000	0	0.02284	0.9868	0.0132	Human	Human
19616000	19618000	0	0.02284	0.9868	0.0132	Human	Human
19618000	19620000	0	0.02284	0.9868	0.0132	Human	Human
19620000	19622000	0	0.02284	0.9868	0.0132	Human	Human
19622000	19624000	0	0.02284	0.9868	0.0132	Human	Human
19624000	19626000	0	0.02284	0.9868	0.0132	Human	Human
19626000	19628000	0	0.02284	0.9868	0.0132	Human	Human
19628000	19630000	0	0.02284	0.9868	0.0132	Human	Human
19630000	19632000	0	0.02284	0.9868	0.0132	Human	Human
19632000	19634000	0	0.02284	0.9868	0.0132	Human	Human
19634000	19636000	0	0.02284	0.9868	0.0132	Human	Human
19636000	19638000	0	0.02284	0.9868	0.0132	Human	Human
19638000	19640000	0	0.02284	0.9868	0.0132	Human	Human
19640000	19642000	0	0.02284	0.9868	0.0132	Human	Human
19642000	19644000	0	0.02284	0.9868	0.0132	Human	Human
19644000	19646000	0	0.02284	0.9868	0.0132	Human	Human
19646000	19648000	0	0.02284	0.9868	0.0132	Human	Human
19648000	19650000	0	0.02284	0.9868	0.0132	Human	Human
19650000	19652000	0	0.02284	0.9868	0.0132	Human	Human
19652000	19654000	0	0.02284	0.9868	0.0132	Human	Human
19654000	19656000	0	0.02284	0.9868	0.0132	Human	Human
19656000	19658000	0	0.02284	0.9868	0.0132	Human	Human
19658000	19660000	0	0.02284	0.9868	0.0132	Human	Human
19660000	19662000	0	0.02284	0.9868	0.0132	Human	Human
19662000	19664000	0	0.02284	0.9868	0.0132	Human	Human
19664000	19666000	0	0.02284	0.9868	0.0132	Human	Human
19666000	19668000	0	0.02284	0.9868	0.0132	Human	Human
19668000	19670000	0	0.02284	0.9868	0.0132	Human	Human
19670000	19672000	0	0.02284	0.9868	0.0132	Human	Human
19672000	19674000	0	0.02284	0.9868	0.0132	Human	Human
19674000	19676000	0	0.02284	0.9868	0.0132	Human	Human
19676000	19678000	0	0.02284	0.9868	0.0132	Human	Human
19678000	19680000	0	0.02284	0.9868	0.0132	Human	Human
19680000	19682000	0	0.02284	0.9868	0.0132	Human	Human
19682000	19684000	0	0.02284	0.9868	0.0132	Human	Human
19684000	19686000	0	0.02284	0.9868	0.0132	Human	Human
19686000	19688000	0	0.02284	0.9868	0.0132	Human	Human
19688000	19690000	0	0.02284	0.9868	0.0132	Human	Human
19690000	19692000	0	0.02284	0.9868	0.0132	Human	Human
19692000	19694000	0	0.02284	0.9868	0.0132	Human	Human
19694000	19696000	0	0.02284	0.9868	0.0132	Human	Human
19696000	19698000	0	0.02284	0.9868	0.0132	Human	Human
19698000	19700000	0	0.02284	0.9868	0.0132	Human	Human
19700000	19702000	0	0.02284	0.9868	0.0132	Human	Human
19702000	19704000	0	0.02284	0.9868	0.0132	Human	Human
19704000	19706000	0	0.02284	0.9868	0.0132	Human	Human
19706000	19708000	0	0.02284	0.9868	0.0132	Human	Human
19708000	19710000	0	0.02284	0.9868	0.0132	Human	Human
19710000	19712000	0	0.02284	0.9868	0.0132	Human	Human
19712000	19714000	0	0.02284	0.9868	0.0132	Human	Human
19714000	19716000	0	0.02284	0.9868	0.0132	Human	Human
19716000	19718000	0	0.02284	0.9868	0.0132	Human	Human
19718000	19720000	0	0.02284	0.9868	0.0132	Human	Human
19720000	19722000	0	0.02284	0.9868	0.0132	Human	Human
19722000	19724000	0	0.02284	0.9868	0.0132	Human	Human
19724000	19726000	0	0.02284	0.9868	0.0132	Human	Human
19726000	19728000	0	0.02284	0.9868	0.0132	Human	Human
19728000	19730000	0	0.02284	0.9868	0.0132	Human	Human
19730000	19732000	0	0.02284	0.9868	0.0132	Human	Human
19732000	19734000	0	0.02284	0.9868	0.0132	Human	Human
19734000	19736000	0	0.02284	0.9868	0.0132	Human	Human
19736000	19738000	0	0.02284	0.9868	0.0132	Human	Human
19738000	19740000	0	0.02284	0.9868	0.0132	Human	Human
19740000	19742000	0	0.02284	0.9868	0.0132	Human	Human
19742000	19744000	0	0.02284	0.9868	0.0132	Human	Human
19744000	19746000	0	0.02284	0.9868	0.0132	Human	Human
19746000	19748000	0	0.02284	0.9868	0.0132	Human	Human
19748000	19750000	0	0.02284	0.9868	0.0132	Human	Human
19750000	19752000	0	0.02284	0.9868	0.0132	Human	Human
19752000	19754000	0	0.02284	0.9868	0.0132	Human	Human
19754000	19756000	0	0.02284	0.9868	0.0132	Human	Human
19756000	19758000	0	0.02284	0.9868	0.0132	Human	Human
19758000	19760000	0	0.02284	0.9868	0.0132	Human	Human
19760000	19762000	0	0.02284	0.9868	0.0132	Human	Human
19762000	19764000	0	0.02284	0.9868	0.0132	Human	Human
19764000	19766000	0	0.02284	0.9868	0.0132	Human	Human
19766000	19768000	0	0.02284	0.9868	0.0132	Human	Human
19768000	19770000	0	0.02284	0.9868	0.0132	Human	Human
19770000	19772000	0	0.02284	0.9868	0.0132	Human	Human
19772000	19774000	0	0.02284	0.9868	0.0132	Human	Human
19774000	19776000	0	0.02284	0.9868	0.0132	Human	Human
19776000	19778000	0	0.02284	0.9868	0.0132	Human	Human
19778000	19780000	0	0.02284	0.9868	0.0132	Human	Human
19780000	19782000	0	0.02284	0.9868	0.0132	Human	Human
19782000	19784000	0	0.02284	0.9868	0.0132	Human	Human
19784000	19786000	0	0.02284	0.9868	0.0132	Human	Human
19786000	19788000	0	0.02284	0.9868	0.0132	Human	Human
19788000	19790000	0	0.02284	0.9868	0.0132	Human	Human
19790000	19792000	0	0.02284	0.9868	0.0132	Human	Human
19792000	19794000	0	0.02284	0.9868	0.0132	Human	Human
19794000	19796000	0	0.02284	0.9868	0.0132	Human	Human
19796000	19798000	0	0.02284	0.9868	0.0132	Human	Human
19798000	19800000	0	0.02284	0.9868	0.0132	Human	Human
19800000	19802000	0	0.02284	0.9868	0.0132	Human	Human
19802000	19804000	0	0.02284	0.9868	0.0132	Human	Human
19804000	19806000	0	0.02284	0.9868	0.0132	Human	Human
19806000	19808000	0	0.02284	0.9868	0.0132	Human	Human
19808000	19810000	0	0.02284	0.9868	0.0132	Human	Human
19810000	19812000	0	0.02284	0.9868	0.0132	Human	Human
19812000	19814000	0	0.02284	0.9868	0.0132	Human	Human
